# NodeID X Y Z
338 0.025000 0.000000 0.400000
339 0.025000 0.025000 0.400000
340 0.000000 0.025000 0.400000
341 0.025000 0.050000 0.325000
342 0.000000 0.050000 0.325000
343 0.025000 0.050000 0.350000
344 0.000000 0.050000 0.350000
345 0.025000 0.050000 0.375000
346 0.000000 0.050000 0.375000
347 0.025000 0.050000 0.400000
348 0.000000 0.050000 0.400000
349 0.025000 0.075000 0.325000
350 0.000000 0.075000 0.325000
351 0.025000 0.075000 0.350000
352 0.000000 0.075000 0.350000
353 0.025000 0.075000 0.375000
354 0.000000 0.075000 0.375000
355 0.025000 0.075000 0.400000
356 0.000000 0.075000 0.400000
357 0.025000 0.100000 0.325000
358 0.000000 0.100000 0.325000
359 0.025000 0.100000 0.350000
360 0.000000 0.100000 0.350000
361 0.025000 0.100000 0.375000
362 0.000000 0.100000 0.375000
363 0.025000 0.100000 0.400000
364 0.000000 0.100000 0.400000
365 0.050000 0.000000 0.325000
366 0.050000 0.025000 0.325000
367 0.050000 0.000000 0.350000
368 0.050000 0.025000 0.350000
369 0.050000 0.000000 0.375000
370 0.050000 0.025000 0.375000
371 0.050000 0.000000 0.400000
372 0.050000 0.025000 0.400000
373 0.050000 0.050000 0.325000
374 0.050000 0.050000 0.350000
375 0.050000 0.050000 0.375000
376 0.050000 0.050000 0.400000
377 0.050000 0.075000 0.325000
378 0.050000 0.075000 0.350000
379 0.050000 0.075000 0.375000
380 0.050000 0.075000 0.400000
381 0.050000 0.100000 0.325000
382 0.050000 0.100000 0.350000
383 0.050000 0.100000 0.375000
384 0.050000 0.100000 0.400000
385 0.075000 0.000000 0.325000
386 0.075000 0.025000 0.325000
387 0.075000 0.000000 0.350000
388 0.075000 0.025000 0.350000
389 0.075000 0.000000 0.375000
390 0.075000 0.025000 0.375000
391 0.075000 0.000000 0.400000
392 0.075000 0.025000 0.400000
393 0.075000 0.050000 0.325000
394 0.075000 0.050000 0.350000
395 0.075000 0.050000 0.375000
396 0.075000 0.050000 0.400000
397 0.075000 0.075000 0.325000
398 0.075000 0.075000 0.350000
399 0.075000 0.075000 0.375000
400 0.075000 0.075000 0.400000
401 0.075000 0.100000 0.325000
402 0.075000 0.100000 0.350000
403 0.075000 0.100000 0.375000
